_id,tempo_de_assinatura,historico_de_presenca_nos_jogos,historico_de_socio,numero_de_desistencias_no_periodo,historico_de_preco_nos_planos,tipo_de_plano,quantos_membros,planos_com_ingresso_incluso,estado_civil,risco_de_churn,feedback_sobre_servicos,frequencia_de_compra_de_produtos
1272,14,20,15,8,40,individual,5,nao,casado,médio,4,3
1273,80,53,7,0,431,individual,4,nao,solteiro,médio,6,9
1274,53,23,19,2,91,individual,7,sim,solteiro,baixo,2,1
1275,78,72,17,8,102,individual,4,sim,divorciado,alto,3,4
1276,83,62,9,3,10,familiar,4,nao,solteiro,médio,0,8
1277,61,36,4,5,142,individual,5,nao,casado,médio,7,14
1278,43,35,35,4,396,individual,2,nao,divorciado,baixo,1,1
1279,6,52,22,3,402,individual,6,sim,solteiro,alto,0,9
1280,48,21,3,3,170,familiar,1,sim,divorciado,médio,6,8
1281,12,15,12,2,466,individual,7,sim,solteiro,baixo,7,2
1282,35,40,10,8,103,individual,5,sim,casado,baixo,7,16
1283,54,22,14,9,351,familiar,2,sim,solteiro,médio,0,8
1284,46,23,13,0,130,individual,3,sim,divorciado,baixo,0,4
1285,2,26,12,1,493,individual,3,sim,casado,baixo,7,15
1286,7,65,37,8,97,familiar,6,sim,solteiro,alto,5,5
1287,4,11,14,7,314,individual,5,nao,casado,baixo,0,4
1288,23,28,28,1,178,familiar,4,nao,solteiro,alto,0,6
1289,47,24,23,3,222,individual,5,nao,solteiro,alto,2,0
1290,63,51,34,5,137,individual,1,nao,casado,alto,7,2
1291,61,11,0,8,310,individual,5,sim,solteiro,alto,7,3
1292,64,6,0,5,227,individual,2,sim,divorciado,baixo,7,7
1293,9,70,24,4,207,individual,4,nao,casado,baixo,2,8
1294,26,10,26,3,135,familiar,7,nao,casado,baixo,7,9
1295,30,71,11,2,459,individual,5,sim,casado,médio,10,4
1296,17,12,19,8,24,familiar,5,sim,solteiro,médio,5,8
1297,56,72,9,6,385,individual,1,sim,casado,alto,1,5
1298,42,28,4,5,77,familiar,6,nao,casado,baixo,4,4
1299,49,40,31,0,402,individual,6,sim,divorciado,médio,6,7
1300,22,64,21,6,468,familiar,1,sim,divorciado,baixo,0,2
1301,56,38,23,7,359,individual,4,sim,divorciado,baixo,1,0
1302,63,47,21,0,235,familiar,6,sim,solteiro,alto,4,8
1303,73,57,9,4,26,individual,2,sim,casado,baixo,4,6
1304,72,49,25,5,481,familiar,2,nao,divorciado,alto,3,4
1305,40,23,32,7,302,individual,5,nao,divorciado,alto,5,6
1306,19,61,18,7,347,individual,2,nao,casado,alto,9,3
1307,67,73,0,2,145,familiar,3,sim,divorciado,baixo,7,6
1308,85,64,26,4,47,familiar,1,nao,solteiro,alto,10,9
1309,19,20,24,8,141,individual,7,sim,divorciado,médio,0,5
1310,52,36,8,0,244,familiar,6,sim,divorciado,alto,9,1
1311,41,52,0,1,77,individual,5,sim,casado,alto,3,5
1312,50,66,28,9,63,individual,1,nao,divorciado,baixo,6,7
1313,25,30,13,2,248,individual,5,nao,casado,baixo,0,11
1314,41,64,6,4,374,familiar,6,sim,casado,alto,2,2
1315,3,3,11,5,39,individual,2,nao,divorciado,alto,7,9
1316,27,28,34,9,178,familiar,1,sim,casado,alto,10,0
1317,62,13,1,8,27,individual,3,nao,casado,alto,7,7
1318,39,62,2,8,357,familiar,7,sim,casado,alto,4,3
1319,62,39,32,2,194,familiar,3,sim,solteiro,médio,0,0
1320,83,47,19,7,255,individual,5,sim,divorciado,médio,1,6
1321,45,67,35,3,484,familiar,1,nao,divorciado,alto,10,6
1322,53,55,12,3,85,individual,7,nao,solteiro,alto,8,1
1323,84,6,34,3,383,familiar,4,sim,divorciado,alto,2,4
1324,36,33,30,8,43,individual,3,sim,solteiro,alto,0,0
1325,71,15,32,5,196,familiar,6,sim,solteiro,médio,5,8
1326,66,26,18,8,479,familiar,7,sim,divorciado,médio,6,7
1327,29,56,14,5,76,familiar,4,sim,solteiro,médio,10,0
1328,20,74,2,8,480,familiar,2,nao,divorciado,médio,9,8
1329,41,63,11,0,455,familiar,2,nao,casado,médio,10,7
1330,59,56,37,4,292,individual,6,sim,solteiro,médio,0,3
1331,67,73,1,2,481,familiar,4,sim,divorciado,médio,0,2
1332,56,18,3,3,424,individual,4,sim,divorciado,médio,9,4
1333,18,19,33,8,349,familiar,4,nao,casado,médio,1,7
1334,3,52,9,1,369,familiar,5,sim,solteiro,médio,3,17
1335,59,27,7,4,383,familiar,3,nao,casado,baixo,1,10
1336,30,31,25,5,361,familiar,5,nao,solteiro,alto,1,7
1337,37,4,24,2,44,individual,2,nao,casado,baixo,3,1
1338,16,31,8,1,421,individual,5,nao,casado,baixo,7,1
1339,39,39,6,0,350,individual,4,sim,casado,baixo,3,0
1340,79,72,29,5,389,familiar,3,sim,divorciado,médio,10,5
1341,24,48,36,3,184,familiar,7,nao,solteiro,médio,7,9
1342,38,28,1,9,349,individual,3,nao,casado,alto,8,4
1343,25,8,12,1,240,individual,5,nao,casado,baixo,3,0
1344,45,17,35,1,463,familiar,2,nao,solteiro,alto,9,5
1345,22,8,30,5,486,familiar,3,nao,solteiro,médio,10,5
1346,48,70,21,2,168,individual,4,sim,casado,médio,5,7
1347,25,41,33,6,156,individual,1,sim,solteiro,baixo,10,8
1348,41,45,7,3,36,familiar,2,sim,solteiro,alto,7,9
1349,29,52,34,3,411,familiar,5,nao,divorciado,médio,1,9
1350,59,3,13,9,469,individual,5,nao,solteiro,médio,4,5
1351,42,44,10,4,448,familiar,1,nao,casado,alto,2,8
1352,63,66,31,5,313,individual,4,nao,casado,baixo,7,6
1353,34,55,17,8,111,familiar,2,nao,casado,médio,6,2
1354,58,2,11,2,305,individual,5,nao,solteiro,alto,7,9
1355,56,13,3,7,238,familiar,3,sim,solteiro,baixo,4,5
1356,51,38,24,5,402,individual,6,sim,solteiro,alto,4,1
1357,79,4,3,8,312,familiar,1,nao,divorciado,baixo,7,7
1358,6,27,15,8,153,individual,6,sim,solteiro,baixo,6,2
1359,31,47,36,8,57,individual,2,sim,solteiro,alto,7,11
1360,77,28,1,2,135,individual,6,sim,solteiro,alto,7,19
1361,17,72,16,1,259,individual,5,sim,divorciado,baixo,3,8
1362,78,23,6,6,464,individual,4,nao,divorciado,baixo,9,7
1363,18,60,23,7,185,individual,4,nao,casado,alto,8,19
1364,85,61,20,1,289,individual,7,nao,solteiro,baixo,7,8
1365,37,37,37,3,491,familiar,6,nao,solteiro,baixo,6,2
1366,66,1,18,0,493,familiar,6,nao,casado,alto,8,5
1367,24,39,3,3,104,individual,5,nao,solteiro,alto,1,6
1368,52,47,12,8,359,individual,4,nao,solteiro,alto,2,0
1369,67,37,21,4,303,individual,2,sim,solteiro,alto,3,3
1370,37,3,36,7,371,individual,5,sim,divorciado,alto,6,7
1371,39,47,7,1,84,familiar,3,sim,divorciado,baixo,2,6
1372,74,26,33,6,374,individual,6,sim,casado,alto,4,6
1373,21,46,35,9,68,individual,5,sim,solteiro,médio,10,8
1374,50,10,6,0,443,individual,6,sim,solteiro,baixo,5,2
1375,79,22,33,2,426,familiar,4,nao,divorciado,médio,10,5
1376,56,61,16,2,84,individual,3,nao,divorciado,alto,3,3
1377,65,13,16,1,354,familiar,5,sim,solteiro,alto,1,4
1378,70,52,34,8,108,individual,7,sim,solteiro,alto,3,3
1379,71,50,7,9,154,individual,5,sim,divorciado,médio,6,4
1380,23,10,11,2,97,individual,2,sim,casado,médio,9,6
1381,14,42,8,2,197,familiar,2,nao,divorciado,baixo,1,0
1382,5,54,7,2,329,individual,2,nao,divorciado,médio,8,0
1383,14,68,33,2,83,familiar,4,nao,solteiro,médio,5,2
1384,58,61,28,2,290,familiar,5,sim,divorciado,médio,9,3
1385,68,35,6,9,354,individual,6,sim,casado,alto,8,4
1386,79,57,11,1,127,individual,4,sim,divorciado,médio,0,1
1387,78,64,1,0,137,familiar,2,nao,casado,médio,6,2
1388,71,69,12,9,446,individual,3,sim,solteiro,alto,8,10
1389,55,45,32,1,428,familiar,7,nao,divorciado,baixo,3,9
1390,55,34,24,0,198,familiar,1,nao,solteiro,baixo,10,9
1391,66,28,13,7,76,familiar,5,nao,divorciado,médio,4,1
1392,64,31,5,0,259,familiar,6,nao,casado,médio,5,7
1393,58,21,5,4,361,individual,5,sim,solteiro,alto,2,7
1394,1,49,34,0,344,individual,7,nao,divorciado,baixo,8,6
1395,50,45,23,6,401,individual,6,sim,divorciado,baixo,4,1
1396,85,37,23,2,380,individual,5,nao,solteiro,médio,3,1
1397,31,21,26,7,38,individual,7,sim,casado,alto,8,8
1398,77,6,20,8,150,familiar,6,sim,solteiro,alto,1,5
1399,27,49,27,5,125,familiar,1,nao,solteiro,médio,4,5
1400,53,55,11,3,225,individual,2,sim,solteiro,médio,2,2
1401,27,45,32,8,493,individual,3,sim,divorciado,médio,3,5
1402,40,59,0,5,282,familiar,6,nao,divorciado,médio,4,6
1403,3,47,24,0,385,familiar,7,nao,divorciado,alto,1,6
1404,59,6,32,0,270,familiar,2,sim,solteiro,baixo,9,2
1405,83,37,16,8,103,familiar,4,nao,divorciado,médio,10,3
1406,33,31,1,7,439,familiar,3,sim,solteiro,baixo,9,6
1407,81,27,31,8,448,familiar,2,nao,casado,médio,2,5
1408,7,22,11,7,466,individual,7,nao,solteiro,alto,8,0
1409,86,61,30,1,92,individual,3,nao,casado,alto,7,9
1410,4,12,9,3,348,familiar,1,nao,solteiro,médio,6,7
1411,86,33,20,9,88,familiar,3,nao,solteiro,médio,1,8
1412,79,60,3,1,337,familiar,2,nao,solteiro,médio,7,1
1413,87,57,25,8,177,familiar,5,nao,casado,médio,5,7
1414,64,27,14,4,229,individual,1,sim,casado,médio,4,3
1415,3,28,30,0,62,familiar,4,nao,casado,alto,6,2
1416,50,30,34,9,128,individual,7,nao,solteiro,baixo,10,2
1417,55,38,6,8,307,familiar,2,sim,divorciado,baixo,5,17
1418,34,58,27,6,456,individual,7,nao,casado,médio,10,1
1419,39,25,7,9,480,individual,6,nao,casado,médio,1,3
1420,31,60,28,1,217,individual,5,nao,solteiro,médio,5,5
1421,49,24,16,6,109,familiar,2,nao,casado,alto,1,8
1422,53,62,8,6,46,individual,3,nao,casado,baixo,4,9
1423,56,59,14,2,288,individual,1,sim,casado,baixo,7,19
1424,79,67,16,9,213,individual,4,sim,divorciado,médio,2,0
1425,6,27,35,5,419,familiar,5,sim,solteiro,alto,7,8
1426,59,10,25,0,342,familiar,3,sim,divorciado,médio,6,14
1427,22,70,26,9,292,individual,4,sim,divorciado,baixo,3,7
1428,38,3,32,8,395,familiar,6,nao,divorciado,médio,10,2
1429,80,71,14,1,114,familiar,5,sim,casado,alto,7,2
1430,77,9,37,0,65,familiar,2,sim,casado,alto,4,10
1431,33,15,19,0,236,individual,7,nao,divorciado,baixo,0,8
1432,85,51,34,1,299,familiar,6,sim,casado,médio,5,7
1433,36,24,19,2,357,familiar,3,sim,divorciado,alto,7,0
1434,48,14,34,3,21,familiar,3,nao,casado,médio,8,16
1435,63,63,15,9,309,individual,7,nao,divorciado,alto,10,2
1436,17,35,31,3,372,familiar,1,nao,casado,médio,2,8
1437,26,59,31,7,378,familiar,3,nao,divorciado,baixo,4,7
1438,28,22,7,1,13,individual,5,nao,divorciado,baixo,3,5
1439,8,51,18,3,203,familiar,2,sim,casado,médio,4,6
1440,54,69,13,5,161,individual,6,sim,solteiro,médio,4,3
1441,12,72,29,3,473,familiar,2,sim,casado,baixo,9,6
1442,22,71,32,0,482,individual,4,nao,casado,alto,4,4
1443,36,36,2,4,372,individual,7,nao,casado,alto,5,6
1444,87,67,11,3,68,individual,3,nao,casado,baixo,5,1
1445,56,27,19,4,52,familiar,7,nao,divorciado,baixo,5,18
1446,33,59,1,3,88,familiar,7,nao,divorciado,baixo,3,6
1447,57,34,16,7,7,individual,1,nao,casado,baixo,6,2
1448,5,48,9,5,103,familiar,4,nao,casado,baixo,4,4
1449,41,18,35,3,281,familiar,7,nao,solteiro,baixo,1,0
1450,1,25,37,7,335,individual,7,sim,casado,alto,6,8
1451,67,53,13,7,470,individual,1,sim,divorciado,baixo,4,5
1452,81,41,18,9,71,familiar,5,sim,solteiro,médio,4,7
1453,73,43,7,9,187,familiar,7,sim,divorciado,alto,5,0
1454,80,1,34,5,413,individual,7,nao,divorciado,alto,7,9
1455,37,71,19,4,436,individual,4,nao,casado,médio,1,2
1456,54,40,14,6,436,familiar,5,sim,divorciado,alto,2,9
1457,87,31,22,2,468,familiar,6,nao,divorciado,alto,0,9
1458,33,60,19,5,242,individual,3,sim,casado,alto,10,0
1459,21,33,19,8,366,individual,3,sim,casado,baixo,10,6
1460,22,30,4,2,484,familiar,7,sim,divorciado,baixo,10,8
1461,80,41,34,5,194,familiar,6,sim,solteiro,alto,10,9
1462,8,51,0,7,187,familiar,7,nao,divorciado,baixo,4,8
1463,41,43,10,5,99,familiar,5,nao,solteiro,médio,3,5
1464,58,27,25,8,162,individual,4,sim,divorciado,médio,6,6
1465,79,19,10,9,146,familiar,3,nao,casado,alto,5,1
1466,22,34,6,0,103,individual,3,sim,solteiro,baixo,10,3
1467,4,26,30,5,398,individual,2,sim,casado,médio,10,5
1468,50,49,9,7,231,individual,7,nao,casado,alto,6,1
1469,4,31,25,7,140,familiar,5,sim,solteiro,baixo,2,3
1470,53,30,0,1,299,individual,5,sim,divorciado,médio,8,1
1471,40,43,34,5,92,familiar,5,nao,casado,alto,5,0
1472,68,32,33,4,30,familiar,2,nao,divorciado,baixo,8,0
1473,9,64,1,3,391,individual,2,sim,casado,médio,3,5
1474,29,74,6,1,71,individual,2,sim,casado,baixo,1,6
1475,51,52,28,5,154,familiar,4,nao,divorciado,baixo,10,16
1476,28,70,0,5,326,familiar,4,sim,divorciado,médio,0,2
1477,40,36,8,0,222,familiar,7,sim,solteiro,baixo,3,1
1478,11,43,27,1,306,familiar,7,nao,solteiro,baixo,1,18
1479,71,63,22,8,30,individual,7,sim,casado,alto,7,6
1480,78,58,2,5,291,familiar,2,nao,solteiro,baixo,10,11
1481,87,25,24,3,293,individual,1,nao,divorciado,alto,3,9
1482,51,5,25,5,129,individual,2,nao,divorciado,baixo,1,2
1483,42,41,28,1,390,familiar,6,nao,solteiro,baixo,8,1
1484,68,17,15,4,216,individual,3,nao,casado,médio,0,19
1485,57,31,28,6,456,individual,6,sim,divorciado,baixo,4,1
1486,45,41,28,5,309,familiar,1,nao,casado,médio,9,7
1487,58,37,34,0,91,individual,1,nao,divorciado,baixo,5,7
1488,68,19,11,9,68,familiar,1,nao,casado,baixo,9,4
1489,79,30,8,3,315,individual,1,sim,divorciado,médio,9,14
1490,81,70,21,9,46,individual,5,sim,solteiro,alto,10,18
1491,40,72,11,5,161,familiar,2,sim,divorciado,médio,4,3
1492,69,21,28,3,444,familiar,3,sim,solteiro,alto,9,1
1493,27,28,30,2,206,familiar,5,sim,casado,alto,0,7
1494,21,56,12,1,365,familiar,1,sim,solteiro,baixo,0,3
1495,45,32,11,4,389,individual,5,sim,solteiro,alto,7,5
1496,83,26,37,5,404,familiar,1,sim,casado,baixo,3,9
1497,30,61,24,1,426,familiar,2,sim,divorciado,alto,5,3
1498,1,19,5,9,195,individual,1,nao,divorciado,médio,5,0
1499,49,7,1,0,280,individual,6,nao,solteiro,alto,7,2
1500,83,34,4,6,2,individual,5,sim,casado,alto,3,7
1501,84,7,32,7,312,individual,1,nao,divorciado,médio,8,7
1502,2,16,31,2,219,familiar,2,sim,casado,alto,3,5
1503,73,29,29,7,71,individual,1,sim,solteiro,baixo,8,4
1504,11,64,22,1,172,familiar,7,sim,solteiro,baixo,10,1
1505,46,64,2,6,74,familiar,5,nao,solteiro,médio,4,3
1506,10,35,35,3,299,individual,3,nao,solteiro,baixo,6,3
1507,57,9,32,3,320,individual,1,nao,divorciado,alto,5,13
1508,65,73,3,5,374,familiar,1,sim,divorciado,alto,7,0
1509,33,42,12,1,200,familiar,5,sim,solteiro,baixo,8,1
1510,62,48,25,3,253,familiar,3,nao,casado,baixo,3,4
1511,70,17,10,3,190,individual,7,nao,casado,médio,9,3
1512,63,37,10,0,148,individual,1,sim,divorciado,baixo,8,2
1513,81,33,5,4,193,individual,1,sim,solteiro,baixo,4,1
1514,20,27,2,3,337,familiar,7,nao,divorciado,baixo,1,3
1515,82,41,30,2,17,individual,4,nao,divorciado,médio,7,13
1516,81,70,23,7,374,individual,1,sim,solteiro,baixo,5,7
1517,82,49,29,2,497,individual,6,sim,solteiro,baixo,8,3
1518,70,69,23,2,182,familiar,5,sim,solteiro,alto,5,1
1519,7,19,35,9,13,individual,7,nao,casado,baixo,9,18
1520,86,64,35,1,182,individual,6,sim,divorciado,baixo,3,6
1521,61,45,0,5,68,individual,1,sim,casado,baixo,10,4
1522,87,37,31,3,440,familiar,1,sim,casado,médio,6,0
1523,7,21,30,1,67,familiar,6,nao,divorciado,médio,9,2
1524,42,65,29,7,35,individual,7,nao,divorciado,alto,10,1
1525,65,64,30,9,262,familiar,2,nao,casado,baixo,0,0
1526,16,67,34,6,140,individual,3,nao,casado,alto,5,16
1527,23,1,22,0,68,individual,4,nao,solteiro,alto,4,6
1528,64,64,35,6,23,individual,7,nao,divorciado,alto,3,0
1529,32,30,6,0,13,individual,1,nao,casado,médio,10,5
1530,18,41,1,3,238,familiar,3,nao,solteiro,médio,2,1
1531,16,20,34,4,390,individual,2,sim,divorciado,alto,10,16
1532,34,36,27,2,420,familiar,2,nao,solteiro,médio,0,6
1533,15,3,29,9,120,familiar,6,nao,divorciado,baixo,9,0
1534,4,40,4,6,434,individual,1,nao,casado,baixo,6,17
1535,38,53,14,8,324,familiar,6,nao,solteiro,alto,9,5
1536,70,2,34,5,479,individual,4,nao,casado,alto,8,0
1537,4,41,13,0,423,individual,7,nao,casado,médio,4,9
1538,55,6,26,5,251,familiar,3,nao,solteiro,alto,0,9
1539,47,9,4,1,119,individual,4,sim,divorciado,médio,10,9
1540,37,68,11,6,332,familiar,2,nao,casado,médio,9,2
1541,87,62,14,5,161,familiar,2,sim,solteiro,médio,4,5
1542,79,9,16,8,371,familiar,5,sim,divorciado,baixo,0,7
1543,75,27,23,5,69,familiar,3,nao,divorciado,alto,6,8
1544,70,40,36,9,221,familiar,5,nao,solteiro,alto,9,17
1545,3,7,28,6,401,individual,6,sim,solteiro,médio,8,5
1546,74,61,35,4,27,familiar,4,sim,divorciado,alto,0,8
1547,15,41,22,9,154,familiar,4,nao,casado,médio,8,15
1548,65,49,26,3,66,individual,5,nao,casado,médio,8,6
1549,34,11,28,2,125,familiar,3,nao,casado,alto,8,3
1550,36,59,8,0,178,individual,1,sim,divorciado,médio,9,0
1551,74,16,35,9,136,individual,4,sim,casado,baixo,2,3
1552,58,73,6,8,158,familiar,3,sim,divorciado,alto,6,7
1553,53,17,31,1,286,individual,2,sim,divorciado,alto,10,3
1554,10,72,9,1,384,familiar,3,sim,casado,médio,0,18
1555,30,54,11,9,260,individual,3,sim,divorciado,alto,5,4
1556,54,74,12,4,428,familiar,7,sim,divorciado,alto,1,1
1557,34,52,16,2,12,familiar,1,sim,divorciado,médio,8,7
1558,2,64,10,0,167,familiar,6,nao,divorciado,alto,9,5
1559,34,68,12,2,270,individual,7,sim,casado,baixo,8,6
1560,85,67,18,7,448,familiar,2,nao,divorciado,médio,2,1
1561,38,69,6,9,27,individual,1,sim,solteiro,baixo,7,9
1562,23,59,12,5,194,familiar,3,sim,divorciado,baixo,6,9
1563,53,68,27,0,312,familiar,4,nao,solteiro,médio,0,3
1564,84,39,10,8,399,individual,4,nao,divorciado,alto,4,2
1565,64,65,31,8,361,individual,2,nao,divorciado,médio,8,11
1566,16,33,0,9,424,familiar,4,sim,casado,baixo,0,15
1567,71,67,0,8,63,individual,1,sim,divorciado,baixo,4,5
1568,33,64,11,1,313,familiar,3,sim,casado,médio,7,3
1569,68,3,27,8,474,familiar,1,nao,casado,alto,8,9
1570,54,32,13,2,320,individual,5,nao,solteiro,alto,0,8
1571,23,59,26,5,420,individual,2,sim,casado,alto,1,0
1572,31,18,8,5,435,individual,4,nao,casado,baixo,1,1
1573,3,6,15,3,99,individual,7,sim,casado,médio,3,9
1574,19,37,24,0,413,individual,1,sim,divorciado,médio,4,3
1575,83,31,33,5,486,individual,4,sim,divorciado,baixo,6,3
1576,22,41,3,1,480,familiar,2,nao,solteiro,alto,2,9
1577,40,61,16,6,282,individual,1,sim,divorciado,alto,8,7
1578,3,5,14,1,400,familiar,5,nao,casado,alto,7,1
1579,4,53,16,8,287,familiar,4,sim,divorciado,médio,3,1
1580,57,9,1,8,30,individual,5,nao,casado,alto,6,6
1581,57,26,5,8,462,familiar,1,sim,casado,médio,4,4
1582,13,28,4,6,30,individual,3,nao,divorciado,alto,7,0
1583,21,39,2,6,180,familiar,4,sim,divorciado,baixo,0,5
1584,45,9,10,1,167,familiar,2,nao,solteiro,baixo,6,3
1585,31,33,14,9,256,individual,1,nao,casado,baixo,4,2
1586,59,41,35,5,335,familiar,6,nao,divorciado,alto,8,4
1587,39,26,1,4,268,familiar,2,nao,casado,baixo,10,1
1588,44,20,19,3,268,individual,6,sim,casado,alto,4,2
1589,80,19,1,2,121,individual,1,sim,solteiro,baixo,5,4
1590,33,17,37,8,258,individual,5,sim,casado,alto,1,2
1591,77,2,28,5,324,familiar,7,sim,casado,baixo,7,8
1592,44,57,36,2,184,individual,3,sim,solteiro,alto,1,1
1593,69,49,21,1,77,individual,4,nao,solteiro,médio,5,4
1594,16,21,12,3,421,individual,7,sim,casado,alto,3,1
1595,16,53,16,1,254,individual,6,sim,casado,médio,0,10
1596,20,7,1,4,257,familiar,3,nao,solteiro,alto,6,3
1597,44,64,6,0,282,individual,2,sim,divorciado,alto,5,4
1598,54,17,3,7,183,familiar,2,sim,casado,médio,0,2
1599,7,61,20,1,454,familiar,4,sim,divorciado,baixo,0,1
1600,78,23,4,1,311,individual,5,sim,casado,baixo,5,7
1601,10,42,2,2,489,familiar,2,sim,divorciado,baixo,9,1
1602,26,62,7,4,234,familiar,3,sim,casado,médio,5,0
1603,46,51,4,2,86,familiar,1,nao,casado,baixo,5,6
1604,85,67,26,1,415,familiar,5,nao,solteiro,baixo,10,0
1605,83,42,12,5,127,familiar,5,sim,solteiro,alto,0,7
1606,64,74,6,6,295,familiar,3,sim,solteiro,médio,0,9
1607,63,38,0,1,317,familiar,3,nao,casado,médio,1,7
1608,28,11,24,9,282,familiar,4,nao,casado,alto,7,6
1609,26,42,18,5,140,familiar,4,nao,solteiro,alto,6,2
1610,9,56,6,5,472,individual,4,nao,casado,alto,6,9
1611,54,4,20,7,369,familiar,7,sim,divorciado,alto,6,3
1612,21,7,23,0,254,individual,1,sim,divorciado,baixo,1,7
1613,70,10,32,6,134,individual,7,sim,divorciado,baixo,6,9
1614,23,9,4,8,78,familiar,3,nao,divorciado,alto,7,7
1615,24,1,23,1,393,familiar,7,nao,casado,médio,5,5
1616,19,8,6,2,292,individual,1,nao,casado,baixo,10,4
1617,42,41,17,5,391,familiar,4,nao,divorciado,alto,3,7
1618,39,29,32,9,85,individual,2,sim,divorciado,médio,9,4
1619,69,7,32,9,164,individual,2,nao,solteiro,baixo,3,6
1620,67,58,15,4,374,familiar,2,sim,divorciado,baixo,2,1
1621,71,5,34,1,377,individual,7,sim,casado,baixo,8,18
1622,77,37,11,6,55,familiar,1,nao,casado,médio,10,9
1623,55,48,4,6,397,individual,1,nao,casado,baixo,2,8
1624,82,54,20,8,85,individual,3,sim,casado,médio,6,5
1625,52,10,32,0,63,familiar,4,sim,divorciado,alto,9,9
1626,16,63,4,9,172,individual,7,sim,divorciado,médio,7,5
1627,73,12,2,1,145,individual,6,nao,solteiro,alto,8,3
1628,73,25,24,3,67,familiar,7,sim,casado,médio,5,18
1629,19,17,28,0,93,familiar,4,nao,solteiro,baixo,2,6
1630,3,56,14,5,50,individual,7,sim,divorciado,médio,0,4
1631,23,63,11,0,163,familiar,3,nao,solteiro,alto,5,0
1632,12,18,18,9,310,familiar,2,nao,casado,médio,7,3
1633,60,27,8,9,166,familiar,6,nao,divorciado,baixo,2,8
1634,31,17,36,0,216,familiar,3,sim,divorciado,médio,0,8
1635,47,44,17,6,476,familiar,3,nao,divorciado,médio,3,7
1636,21,39,17,3,6,familiar,7,nao,casado,baixo,10,4
1637,78,26,35,3,388,individual,7,sim,divorciado,baixo,1,1
1638,32,12,15,0,82,individual,3,sim,casado,alto,9,3
1639,69,39,3,5,460,familiar,3,sim,divorciado,baixo,7,2
1640,8,18,30,1,454,familiar,7,nao,casado,alto,8,0
1641,38,24,3,2,333,familiar,3,sim,divorciado,alto,8,0
1642,38,64,7,7,387,familiar,1,sim,solteiro,alto,1,0
1643,68,8,8,1,233,individual,5,sim,divorciado,alto,9,4
1644,39,66,33,7,140,familiar,1,sim,casado,alto,10,8
1645,7,60,28,2,95,individual,4,sim,solteiro,baixo,5,1
1646,79,52,37,3,400,individual,1,nao,casado,médio,0,1
1647,79,52,16,0,406,individual,7,sim,divorciado,médio,6,0
1648,31,52,37,2,264,individual,6,sim,casado,médio,4,7
1649,2,33,16,5,260,individual,5,nao,divorciado,baixo,4,7
1650,12,19,16,7,228,individual,7,nao,solteiro,baixo,10,7
1651,37,32,36,2,376,familiar,5,nao,divorciado,médio,1,6
1652,83,58,4,4,53,familiar,4,nao,divorciado,baixo,2,7
1653,81,59,28,9,414,familiar,4,nao,solteiro,baixo,10,3
1654,6,19,3,6,324,individual,6,sim,casado,alto,9,13
1655,28,1,35,6,262,individual,7,sim,divorciado,alto,1,9
1656,87,71,10,7,249,familiar,6,sim,solteiro,baixo,6,14
1657,37,37,22,0,115,familiar,6,nao,divorciado,alto,9,9
1658,61,56,21,1,216,familiar,7,nao,solteiro,alto,5,0
1659,39,63,18,6,352,individual,2,nao,solteiro,médio,7,8
1660,40,10,26,7,134,familiar,5,sim,solteiro,médio,8,0
1661,74,71,22,1,103,individual,1,sim,divorciado,alto,7,1
1662,64,3,22,1,162,individual,4,sim,solteiro,baixo,6,2
1663,2,11,2,3,33,individual,6,nao,divorciado,alto,0,3
